Request Text,Response Policy
"I need a policy for user database-operator@cloud.google.com to have Run Invoker and user data-team@cloud.google.com to have Custom Role. The first role should expire on 2025-12-31, and the second on 2025-12-31","{
  """"bindings"""": [
    {
      """"role"""": """"roles/run.invoker"""",
      """"members"""": [
        """"user:database-operator@cloud.google.com"""",
        """"user:data-team@cloud.google.com"""",
        """"service_account:monitoring-sa@gke-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"I need a policy that allows service account network-sa@my-project.iam.gserviceaccount.com to have both Storage Object Viewer and Storage Object Viewer roles","{
  """"bindings"""": [
    {
      """"role"""": """"roles/bigquery.dataEditor"""",
      """"members"""": [
        """"service_account:network-sa@my-project.iam.gserviceaccount.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2028-01-06"""",
        """"expression"""": """"request.time < timestamp('2028-01-07T00:00:00.000Z')""""
      }
    },
    {
      """"role"""": """"roles/aiplatform.user"""",
      """"members"""": [
        """"service_account:dev-sa@data-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"I need a policy for user dev-manager@cloud.google.com to have Aiplatform User and user network-team@cloud.google.com to have Custom Role. The first role should expire on 2025-11-23, and the second on 2025-12-23","{
  """"bindings"""": [
    {
      """"role"""": """"roles/aiplatform.user"""",
      """"members"""": [
        """"user:dev-manager@cloud.google.com"""",
        """"user:network-team@cloud.google.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2025-11-23"""",
        """"expression"""": """"request.time < timestamp('2025-11-24T00:00:00.000Z')""""
      }
    }
  ]
}"
"Give group security-team@cloud.google.com the Bigquery Admin role (roles/bigquery.admin) so they can perform Bigquery Admin operations","{
  """"bindings"""": [
    {
      """"role"""": """"roles/bigquery.admin"""",
      """"members"""": [
        """"group:security-team@cloud.google.com""""
      ]
    }
  ]
}"
"I need a policy that allows user admin-user@example.com to have both Storage Object Viewer and Storage Object Viewer roles","{
  """"bindings"""": [
    {
      """"role"""": """"roles/logging.logWriter"""",
      """"members"""": [
        """"user:admin-user@example.com""""
      ]
    },
    {
      """"role"""": """"roles/compute.instanceAdmin"""",
      """"members"""": [
        """"user:admin-user@example.com""""
      ]
    },
    {
      """"role"""": """"roles/bigquery.jobUser"""",
      """"members"""": [
        """"user:admin-user@example.com""""
      ]
    }
  ]
}"
"I need a policy that allows user data-ops@example.com to edit resources in the project monitoring-project","{
  """"bindings"""": [
    {
      """"role"""": """"roles/editor"""",
      """"members"""": [
        """"user:data-ops@example.com""""
      ]
    }
  ]
}"
"Our application development team, represented by user cluster-operator@cloud.google.com, needs Storage Object Viewer and Storage Object Viewer roles across all projects within the organization","{
  """"bindings"""": [
    {
      """"role"""": """"roles/owner"""",
      """"members"""": [
        """"user:cluster-operator@cloud.google.com"""",
        """"user:ops-user@cloud.google.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2027-01-29"""",
        """"expression"""": """"request.time < timestamp('2027-01-30T00:00:00.000Z')""""
      }
    }
  ]
}"
"I need a policy that allows service account instance-operator@analytics-project.iam.gserviceaccount.com to view files in storage buckets in the project dev-project","{
  """"bindings"""": [
    {
      """"role"""": """"roles/storage.objectViewer"""",
      """"members"""": [
        """"service_account:instance-operator@analytics-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"For our cloud infrastructure, service account cloud-service@data-project.iam.gserviceaccount.com needs Cloudsql Client, and user monitoring-admin@example.com needs Cloudsql Admin. Both should expire on 2026-01-02","{
  """"bindings"""": [
    {
      """"role"""": """"roles/cloudsql.client"""",
      """"members"""": [
        """"service_account:cloud-service@data-project.iam.gserviceaccount.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2026-01-02"""",
        """"expression"""": """"request.time < timestamp('2026-01-03T00:00:00.000Z')""""
      }
    },
    {
      """"role"""": """"roles/cloudsql.admin"""",
      """"members"""": [
        """"user:monitoring-admin@example.com""""
      ]
    },
    {
      """"role"""": """"roles/cloudsql.admin"""",
      """"members"""": [
        """"service_account:data-processor@analytics-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"Give service account security-sa@analytics-project.iam.gserviceaccount.com the Storage Admin role (roles/storage.admin) so they can perform Storage Admin operations","{
  """"bindings"""": [
    {
      """"role"""": """"roles/storage.admin"""",
      """"members"""": [
        """"service_account:security-sa@analytics-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"Grant user user@example.com the Storage Object Viewer role, and also give user user@example.com the Storage Object Viewer role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/secretmanager.secretVersionManager"""",
      """"members"""": [
        """"user:app-admin@example.com""""
      ]
    },
    {
      """"role"""": """"roles/container.admin"""",
      """"members"""": [
        """"user:app-admin@example.com""""
      ]
    }
  ]
}"
"I want a policy such that service account app-service@prod-project.iam.gserviceaccount.com has the role roles/aiplatform.modelUser. Make this access expire on 2027-06-19","{
  """"bindings"""": [
    {
      """"role"""": """"roles/aiplatform.modelUser"""",
      """"members"""": [
        """"service_account:app-service@prod-project.iam.gserviceaccount.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2027-06-19"""",
        """"expression"""": """"request.time < timestamp('2027-06-20T00:00:00.000Z')""""
      }
    }
  ]
}"
"Create a policy where user security-team@my-org.com has the Aiplatform Admin role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/aiplatform.admin"""",
      """"members"""": [
        """"user:security-team@my-org.com""""
      ]
    }
  ]
}"
"Grant service account bucket-manager@monitoring-project.iam.gserviceaccount.com the Bigquery Admin role, and also give user security-team@example.com the Custom Role role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/bigquery.admin"""",
      """"members"""": [
        """"service_account:bucket-manager@monitoring-project.iam.gserviceaccount.com"""",
        """"user:security-team@example.com""""
      ]
    }
  ]
}"
"Create a policy that grants user network-user@cloud.google.com access to roles/container.admin","{
  """"bindings"""": [
    {
      """"role"""": """"roles/container.admin"""",
      """"members"""": [
        """"user:network-user@cloud.google.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2026-01-30"""",
        """"expression"""": """"request.time < timestamp('2026-01-31T00:00:00.000Z')""""
      }
    }
  ]
}"
"Grant service account cloud-agent@analytics-project.iam.gserviceaccount.com the Cloudsql Client role, and also give service account keyring-admin@ai-project.iam.gserviceaccount.com the Custom Role role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/cloudsql.client"""",
      """"members"""": [
        """"service_account:cloud-agent@analytics-project.iam.gserviceaccount.com"""",
        """"service_account:keyring-admin@ai-project.iam.gserviceaccount.com"""",
        """"service_account:monitoring-sa@dev-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"Our machine learning team, represented by service account data-processor@dev-project.iam.gserviceaccount.com, needs Storage Object Viewer and Storage Object Viewer roles across all projects within the organization","{
  """"bindings"""": [
    {
      """"role"""": """"roles/bigquery.dataEditor"""",
      """"members"""": [
        """"service_account:data-processor@dev-project.iam.gserviceaccount.com"""",
        """"user:monitoring-admin@my-org.com""""
      ]
    }
  ]
}"
"The service account data-sa@monitoring-project.iam.gserviceaccount.com needs Storage Admin to perform Storage Admin operations. This access should expire on 2025-06-13","{
  """"bindings"""": [
    {
      """"role"""": """"roles/storage.admin"""",
      """"members"""": [
        """"service_account:data-sa@monitoring-project.iam.gserviceaccount.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2025-06-13"""",
        """"expression"""": """"request.time < timestamp('2025-06-14T00:00:00.000Z')""""
      }
    }
  ]
}"
"I want a policy such that service account cloud-processor@analytics-project.iam.gserviceaccount.com has the role roles/resourcemanager.organizationAdmin. Make this access expire on 2025-11-23","{
  """"bindings"""": [
    {
      """"role"""": """"roles/resourcemanager.organizationAdmin"""",
      """"members"""": [
        """"service_account:cloud-processor@analytics-project.iam.gserviceaccount.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2025-11-23"""",
        """"expression"""": """"request.time < timestamp('2025-11-24T00:00:00.000Z')""""
      }
    }
  ]
}"
"I want a policy such that service account dev-sa@analytics-project.iam.gserviceaccount.com has the role roles/resourcemanager.folderAdmin. Make this access expire on 2025-11-18","{
  """"bindings"""": [
    {
      """"role"""": """"roles/resourcemanager.folderAdmin"""",
      """"members"""": [
        """"service_account:dev-sa@analytics-project.iam.gserviceaccount.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2025-11-18"""",
        """"expression"""": """"request.time < timestamp('2025-11-19T00:00:00.000Z')""""
      }
    }
  ]
}"
"Our operations team needs a policy that gives user ops-admin@my-org.com the following permissions: roles/run.invoker","{
  """"bindings"""": [
    {
      """"role"""": """"roles/run.invoker"""",
      """"members"""": [
        """"user:ops-admin@my-org.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2027-11-11"""",
        """"expression"""": """"request.time < timestamp('2027-11-12T00:00:00.000Z')""""
      }
    }
  ]
}"
"I need a policy that allows user instance-admin@my-org.com to perform Aiplatform Admin operations in the project monitoring-project","{
  """"bindings"""": [
    {
      """"role"""": """"roles/aiplatform.admin"""",
      """"members"""": [
        """"user:instance-admin@my-org.com""""
      ]
    }
  ]
}"
"Create a policy where user database-admin@my-org.com and user cluster-admin@example.com both have the Aiplatform Trainer role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/aiplatform.trainer"""",
      """"members"""": [
        """"user:database-admin@my-org.com"""",
        """"user:cluster-admin@example.com""""
      ]
    }
  ]
}"
"Give service account database-admin@monitoring-project.iam.gserviceaccount.com the Resourcemanager Folderadmin role (roles/resourcemanager.folderAdmin) so they can perform Resourcemanager Folderadmin operations","{
  """"bindings"""": [
    {
      """"role"""": """"roles/resourcemanager.folderAdmin"""",
      """"members"""": [
        """"service_account:database-admin@monitoring-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"I need a policy for user user@example.com to have Storage Object Viewer and user user@example.com to have Storage Object Viewer. The first role should expire on 2025-12-31, and the second on 2025-12-31","{
  """"bindings"""": [
    {
      """"role"""": """"roles/storage.objectAdmin"""",
      """"members"""": [
        """"service_account:ml-sa@ai-project.iam.gserviceaccount.com""""
      ]
    },
    {
      """"role"""": """"roles/container.developer"""",
      """"members"""": [
        """"service_account:ml-sa@ai-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"I want a policy such that service account data-sa@monitoring-project.iam.gserviceaccount.com has the role roles/container.developer. Make this access expire on 2027-12-08","{
  """"bindings"""": [
    {
      """"role"""": """"roles/container.developer"""",
      """"members"""": [
        """"service_account:data-sa@monitoring-project.iam.gserviceaccount.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2027-12-08"""",
        """"expression"""": """"request.time < timestamp('2027-12-09T00:00:00.000Z')""""
      }
    }
  ]
}"
