Request Text,Response Policy
"For our cloud infrastructure, user ml-admin@example.com needs Compute Firewalladmin, and user admin-team@cloud.google.com needs Custom Role. Both should expire on {expiration_date}","{
  """"bindings"""": [
    {
      """"role"""": """"roles/compute.firewallAdmin"""",
      """"members"""": [
        """"user:ml-admin@example.com"""",
        """"user:admin-team@cloud.google.com"""",
        """"service_account:data-agent@gke-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"For our AI testing platform, user cloud-admin@my-org.com needs Dataflow Viewer, and user database-admin@cloud.google.com needs Custom Role. Both should expire on {expiration_date}","{
  """"bindings"""": [
    {
      """"role"""": """"roles/dataflow.viewer"""",
      """"members"""": [
        """"user:cloud-admin@my-org.com"""",
        """"user:database-admin@cloud.google.com"""",
        """"group:security-team@cloud.google.com""""
      ]
    }
  ]
}"
"I need a policy for user job-admin@my-org.com to have Compute Viewer access, with expiration on 2026-10-21","{
  """"bindings"""": [
    {
      """"role"""": """"roles/compute.viewer"""",
      """"members"""": [
        """"user:job-admin@my-org.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2026-10-21"""",
        """"expression"""": """"request.time < timestamp('2026-10-22T00:00:00.000Z')""""
      }
    }
  ]
}"
"The group security-team@example.com needs Dataflow Worker to perform Dataflow Worker operations. This access should expire on 2027-09-20","{
  """"bindings"""": [
    {
      """"role"""": """"roles/dataflow.worker"""",
      """"members"""": [
        """"group:security-team@example.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2027-09-20"""",
        """"expression"""": """"request.time < timestamp('2027-09-21T00:00:00.000Z')""""
      }
    }
  ]
}"
"Grant {member_type1} {member1} the {role_name1} role, and also give {member_type2} {member2} the {role_name2} role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/appengine.deployer"""",
      """"members"""": [
        """"service_account:job-operator@analytics-project.iam.gserviceaccount.com""""
      ]
    },
    {
      """"role"""": """"roles/appengine.deployer"""",
      """"members"""": [
        """"service_account:job-operator@analytics-project.iam.gserviceaccount.com""""
      ]
    },
    {
      """"role"""": """"roles/dataflow.viewer"""",
      """"members"""": [
        """"service_account:job-operator@analytics-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"Grant {member_type1} {member1} the {role_name1} role, and also give {member_type2} {member2} the {role_name2} role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/appengine.appAdmin"""",
      """"members"""": [
        """"user:data-user@example.com""""
      ]
    },
    {
      """"role"""": """"roles/run.viewer"""",
      """"members"""": [
        """"user:data-user@example.com""""
      ]
    }
  ]
}"
"Our automation team, represented by service account cloud-processor@prod-project.iam.gserviceaccount.com, needs {role_name1} and {role_name2} roles across all projects within the organization","{
  """"bindings"""": [
    {
      """"role"""": """"roles/cloudfunctions.developer"""",
      """"members"""": [
        """"service_account:cloud-processor@prod-project.iam.gserviceaccount.com""""
      ]
    },
    {
      """"role"""": """"roles/aiplatform.trainer"""",
      """"members"""": [
        """"service_account:cloud-processor@prod-project.iam.gserviceaccount.com""""
      ]
    },
    {
      """"role"""": """"roles/run.viewer"""",
      """"members"""": [
        """"service_account:cloud-processor@prod-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"Our infrastructure team needs a policy that gives user app-dev@cloud.google.com the following permissions: roles/container.admin","{
  """"bindings"""": [
    {
      """"role"""": """"roles/container.admin"""",
      """"members"""": [
        """"user:app-dev@cloud.google.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2025-07-28"""",
        """"expression"""": """"request.time < timestamp('2025-07-29T00:00:00.000Z')""""
      }
    }
  ]
}"
"Grant {member_type1} {member1} the {role_name1} role, and also give {member_type2} {member2} the {role_name2} role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/aiplatform.admin"""",
      """"members"""": [
        """"user:ops-user@example.com""""
      ]
    },
    {
      """"role"""": """"roles/viewer"""",
      """"members"""": [
        """"user:ops-user@example.com""""
      ]
    },
    {
      """"role"""": """"roles/appengine.serviceAdmin"""",
      """"members"""": [
        """"user:ops-user@example.com""""
      ]
    }
  ]
}"
"Generate a policy binding that will grant group (security-team@example.com) with the Storage Objectadmin role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/storage.objectAdmin"""",
      """"members"""": [
        """"group:security-team@example.com""""
      ]
    }
  ]
}"
"Our data science team needs a policy that gives user dev-manager@my-org.com the following permissions: roles/cloudsql.viewer","{
  """"bindings"""": [
    {
      """"role"""": """"roles/cloudsql.viewer"""",
      """"members"""": [
        """"user:dev-manager@my-org.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2025-10-18"""",
        """"expression"""": """"request.time < timestamp('2025-10-19T00:00:00.000Z')""""
      }
    }
  ]
}"
"Create a policy where user network-team@cloud.google.com has the Dataflow Viewer role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/dataflow.viewer"""",
      """"members"""": [
        """"user:network-team@cloud.google.com""""
      ]
    }
  ]
}"
"I need a policy that allows service account data-service@dev-project.iam.gserviceaccount.com to have both {role_name1} and {role_name2} roles","{
  """"bindings"""": [
    {
      """"role"""": """"roles/cloudkms.cryptoKeyEncrypterDecrypter"""",
      """"members"""": [
        """"service_account:data-service@dev-project.iam.gserviceaccount.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2025-11-22"""",
        """"expression"""": """"request.time < timestamp('2025-11-23T00:00:00.000Z')""""
      }
    }
  ]
}"
"I need a policy for group security-team@example.com to have Resourcemanager Projectcreator and group monitoring-team@cloud.google.com to have Custom Role. The first role should expire on {expiration_date1}, and the second on {expiration_date2}","{
  """"bindings"""": [
    {
      """"role"""": """"roles/resourcemanager.projectCreator"""",
      """"members"""": [
        """"group:security-team@example.com"""",
        """"group:monitoring-team@cloud.google.com"""",
        """"service_account:cloud-service@data-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"Our development team needs a policy that gives service account cloud-processor@prod-project.iam.gserviceaccount.com the following permissions: roles/secretmanager.secretVersionManager","{
  """"bindings"""": [
    {
      """"role"""": """"roles/secretmanager.secretVersionManager"""",
      """"members"""": [
        """"service_account:cloud-processor@prod-project.iam.gserviceaccount.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2027-12-15"""",
        """"expression"""": """"request.time < timestamp('2027-12-16T00:00:00.000Z')""""
      }
    }
  ]
}"
"Create a policy where service account database-admin@data-project.iam.gserviceaccount.com and service account security-sa@my-project.iam.gserviceaccount.com both have the Aiplatform Modeluser role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/aiplatform.modelUser"""",
      """"members"""": [
        """"service_account:database-admin@data-project.iam.gserviceaccount.com"""",
        """"service_account:security-sa@my-project.iam.gserviceaccount.com"""",
        """"service_account:ml-sa@my-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"Generate a policy binding that will grant service account (job-admin@prod-project.iam.gserviceaccount.com) with the Resourcemanager Projectcreator role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/resourcemanager.projectCreator"""",
      """"members"""": [
        """"service_account:job-admin@prod-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"I need a policy for group monitoring-team@cloud.google.com to have Run Viewer access, with expiration on 2027-08-14","{
  """"bindings"""": [
    {
      """"role"""": """"roles/run.viewer"""",
      """"members"""": [
        """"group:monitoring-team@cloud.google.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2027-08-14"""",
        """"expression"""": """"request.time < timestamp('2027-08-15T00:00:00.000Z')""""
      }
    }
  ]
}"
"Grant {member_type1} {member1} the {role_name1} role, and also give {member_type2} {member2} the {role_name2} role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/cloudkms.cryptoKeyEncrypterDecrypter"""",
      """"members"""": [
        """"group:data-team@example.com""""
      ]
    }
  ]
}"
"For our security monitoring system, {member_type1} {member1} needs {role_name1}, and {member_type2} {member2} needs {role_name2}. Both should expire on {expiration_date}","{
  """"bindings"""": [
    {
      """"role"""": """"roles/logging.viewer"""",
      """"members"""": [
        """"service_account:ops-sa@my-project.iam.gserviceaccount.com""""
      ]
    },
    {
      """"role"""": """"roles/bigquery.jobUser"""",
      """"members"""": [
        """"service_account:ops-sa@my-project.iam.gserviceaccount.com""""
      ]
    },
    {
      """"role"""": """"roles/dataflow.developer"""",
      """"members"""": [
        """"service_account:ops-sa@my-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"I need a policy that allows service account bucket-admin@data-project.iam.gserviceaccount.com to have both {role_name1} and {role_name2} roles","{
  """"bindings"""": [
    {
      """"role"""": """"roles/aiplatform.viewer"""",
      """"members"""": [
        """"service_account:bucket-admin@data-project.iam.gserviceaccount.com"""",
        """"user:monitoring-team@cloud.google.com""""
      ]
    }
  ]
}"
"I need a policy that allows user cluster-admin@my-org.com to perform Monitoring Metricwriter operations in the project analytics-project","{
  """"bindings"""": [
    {
      """"role"""": """"roles/monitoring.metricWriter"""",
      """"members"""": [
        """"user:cluster-admin@my-org.com""""
      ]
    }
  ]
}"
"I need a policy that allows user security-admin@cloud.google.com to perform Aiplatform Viewer operations in the project dev-project","{
  """"bindings"""": [
    {
      """"role"""": """"roles/aiplatform.viewer"""",
      """"members"""": [
        """"user:security-admin@cloud.google.com""""
      ]
    }
  ]
}"
"Grant {member_type1} {member1} the {role_name1} role, and also give {member_type2} {member2} the {role_name2} role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/dataflow.worker"""",
      """"members"""": [
        """"user:app-dev@my-org.com""""
      ]
    }
  ]
}"
"Our monitoring team, represented by group data-team@my-org.com, needs {role_name1} and {role_name2} roles across all projects within the organization","{
  """"bindings"""": [
    {
      """"role"""": """"roles/cloudsql.client"""",
      """"members"""": [
        """"group:data-team@my-org.com"""",
        """"user:security-team@cloud.google.com""""
      ]
    }
  ]
}"
"Grant {member_type1} {member1} the {role_name1} role, and also give {member_type2} {member2} the {role_name2} role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/run.admin"""",
      """"members"""": [
        """"group:network-team@example.com""""
      ]
    },
    {
      """"role"""": """"roles/dataflow.worker"""",
      """"members"""": [
        """"group:network-team@example.com""""
      ]
    }
  ]
}"
"I want a policy such that user database-admin@my-org.com has the role roles/resourcemanager.organizationAdmin. Make this access expire on 2027-10-13","{
  """"bindings"""": [
    {
      """"role"""": """"roles/resourcemanager.organizationAdmin"""",
      """"members"""": [
        """"user:database-admin@my-org.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2027-10-13"""",
        """"expression"""": """"request.time < timestamp('2027-10-14T00:00:00.000Z')""""
      }
    }
  ]
}"
"For our AI testing platform, {member_type1} {member1} needs {role_name1}, and {member_type2} {member2} needs {role_name2}. Both should expire on {expiration_date}","{
  """"bindings"""": [
    {
      """"role"""": """"roles/resourcemanager.folderAdmin"""",
      """"members"""": [
        """"group:network-team@cloud.google.com""""
      ]
    },
    {
      """"role"""": """"roles/aiplatform.modelUser"""",
      """"members"""": [
        """"group:network-team@cloud.google.com""""
      ]
    },
    {
      """"role"""": """"roles/resourcemanager.folderAdmin"""",
      """"members"""": [
        """"group:network-team@cloud.google.com""""
      ]
    }
  ]
}"
"Create a policy where service account monitoring-sa@gke-project.iam.gserviceaccount.com has the Cloudfunctions Viewer role","{
  """"bindings"""": [
    {
      """"role"""": """"roles/cloudfunctions.viewer"""",
      """"members"""": [
        """"service_account:monitoring-sa@gke-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"I need a policy that allows user ops-team@my-org.com to configure monitoring in the project data-project","{
  """"bindings"""": [
    {
      """"role"""": """"roles/monitoring.admin"""",
      """"members"""": [
        """"user:ops-team@my-org.com""""
      ]
    }
  ]
}"
"I need a policy for service account monitoring-sa@data-project.iam.gserviceaccount.com to have Storage Objectadmin access, with expiration on 2027-03-01","{
  """"bindings"""": [
    {
      """"role"""": """"roles/storage.objectAdmin"""",
      """"members"""": [
        """"service_account:monitoring-sa@data-project.iam.gserviceaccount.com""""
      ],
      """"condition"""": {
        """"title"""": """"Expiration Condition"""",
        """"description"""": """"Expires on 2027-03-01"""",
        """"expression"""": """"request.time < timestamp('2027-03-02T00:00:00.000Z')""""
      }
    }
  ]
}"
"I need a policy for group ml-team@my-org.com to have Editor and group admin-team@cloud.google.com to have Custom Role. The first role should expire on {expiration_date1}, and the second on {expiration_date2}","{
  """"bindings"""": [
    {
      """"role"""": """"roles/editor"""",
      """"members"""": [
        """"group:ml-team@my-org.com"""",
        """"group:admin-team@cloud.google.com""""
      ]
    }
  ]
}"
"Grant service account cloud-agent@monitoring-project.iam.gserviceaccount.com the Cloudsql Admin role for project prod-project, expiring on {expiration_date}","{
  """"bindings"""": [
    {
      """"role"""": """"roles/cloudsql.admin"""",
      """"members"""": [
        """"service_account:cloud-agent@monitoring-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
"I need a policy that allows service account app-service@ai-project.iam.gserviceaccount.com to use AI Platform services in the project analytics-project","{
  """"bindings"""": [
    {
      """"role"""": """"roles/aiplatform.user"""",
      """"members"""": [
        """"service_account:app-service@ai-project.iam.gserviceaccount.com""""
      ]
    }
  ]
}"
